Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
11,3.6115,3.6115,0.2238,217.1277,133.4043,129.8723,0.5544,1,1,614,342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4968,0.4378,0.3328,2.2839,16.2606,0.9038,2024-04-08,2.1444,4.0502,2.1444,54.0000,2.5160,4.9742,-80.0000,10.0000,0.3296,0.7521,0.0000,0.2010,8.4768,1.7042,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,25,17,246,0,157.9574,6.3756,96A02D6E-3A33-4841-9243-D483678931D2,1,20.3620,1.6276,0.5981,0.9735,1.2522,0.0000,0.0000,0.0000,5.0653,41,0.0000,0,0.0000,0.0000,7424.0000,0.3799,11:11:01,2024-04-08T11:11:01.832,0.4706,5.162859e+00,3.478789e+01,1.3860
12,8.7624,8.7624,0.6770,162.9425,115.4483,117.4713,0.5544,1,1,686,826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8130,0.9247,0.9084,1.0814,15.8354,1.0000,2024-04-08,3.3402,3.8808,3.3402,91.5172,2.5780,1.0000,-25.0000,40.0000,0.0000,1.1051,0.0000,1.0000,4.7657,4.7657,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,21,22,265,0,129.8506,5.2668,515559E9-8793-46C1-99EA-16F755193103,1,19.0629,1.4114,0.7209,1.0175,1.2038,0.0000,0.0000,0.0000,19.6694,42,0.0000,0,0.0000,0.0000,11297.0000,0.8125,11:11:01,2024-04-08T11:11:01.891,0.1393,1.951194e+01,3.060289e+01,2.4948
13,31.6906,31.6906,0.8048,187.8000,119.8950,117.7400,0.5544,1,1,881,129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5549,0.3660,0.7615,2.7325,30.9109,0.7590,2024-04-08,6.3521,8.6548,6.3521,80.9200,2.5780,6.4288,-75.0000,0.0000,1.0490,0.4880,0.0000,0.1556,19.8793,3.0923,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,31,29,289,0,139.9550,9.7020,3488C581-8C62-4960-B80F-39CF72194C26,1,45.9432,1.5664,0.6269,0.9820,1.4863,0.0000,0.0000,0.0000,14.1309,42,0.0000,0,0.0000,0.0000,27991.0000,0.1435,11:11:01,2024-04-08T11:11:01.891,0.2661,1.342022e+02,3.394452e+02,8.0388
14,2.7662,2.7662,0.2312,186.4167,134.8056,138.2500,0.5544,1,1,219,807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5882,0.3150,0.0688,3.1751,27.0559,0.2915,2024-04-08,1.8767,7.4074,1.8767,53.5429,2.6410,7.8474,-45.0000,35.0000,0.0000,1.2197,0.0000,0.1274,9.3183,1.1874,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,30,29,320,0,150.5278,11.3652,7144BB6A-9C9E-4B3F-AB98-ADA03156679A,2,21.0115,1.3829,0.7416,1.0256,0.7766,0.0000,0.0000,0.0000,8.1496,43,0.0000,0,0.0000,0.0000,5419.0000,0.5059,11:11:01,2024-04-08T11:11:01.951,0.7466,3.460965e+00,2.128120e+02,2.4948
15,8.5869,8.5869,0.3945,197.5581,115.9070,103.6860,0.5544,1,1,793,237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5810,0.6438,0.6331,1.5532,18.2207,1.0000,2024-04-08,3.3065,4.6046,3.3065,93.1389,2.6410,2.4757,-80.0000,0.0000,0.1673,0.8567,0.0000,0.4039,8.0895,3.2676,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,26,18,351,0,138.9419,6.9300,952D092E-5036-41BA-AB9F-98D53FAD5CBB,1,22.7141,1.7045,0.5248,0.8946,1.2466,0.0000,0.0000,0.0000,13.7632,43,0.0000,0,0.0000,0.0000,11949.0000,0.5711,11:11:01,2024-04-08T11:11:01.951,0.2819,1.892848e+01,5.111806e+01,2.2176
16,3.0736,3.0736,0.3099,192.8750,141.7250,141.0500,0.5544,1,1,492,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6042,0.5409,0.4976,1.8489,13.0228,1.0000,2024-04-08,1.9782,3.0492,1.9782,32.3214,2.7030,3.5247,-90.0000,0.0000,0.3969,0.7159,0.0000,0.2837,6.5829,1.8676,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,23,15,371,0,156.9250,4.7124,A65E5D5E-4683-44D4-8442-2AE278078225,1,16.9010,1.3609,0.7313,0.9952,1.2978,0.0000,0.0000,0.0000,6.1538,44,0.0000,0,0.0000,0.0000,6277.0000,0.8185,11:11:02,2024-04-08T11:11:02.009,0.3512,4.053531e+00,1.484418e+01,1.3860
17,4.9472,4.9472,0.4182,170.2188,137.2344,139.7031,0.5544,1,1,466,335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4406,0.4991,0.2668,2.0036,24.2890,0.5000,2024-04-08,2.5098,6.5450,2.5098,57.5556,2.7500,4.0474,30.0000,-50.0000,0.0000,1.0873,0.0000,0.2471,8.9228,2.2046,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,25,29,388,0,147.3750,9.7020,076D21A5-9ED0-476A-A282-C01BF386C062,2,22.2548,1.2404,0.8207,1.0180,0.9163,0.0000,0.0000,0.0000,12.0345,45,0.0000,0,0.0000,0.0000,9432.0000,0.6724,11:11:02,2024-04-08T11:11:02.067,0.6165,8.277694e+00,1.468005e+02,3.0492
18,3.7652,3.7652,0.3811,185.4082,140.2041,145.9796,0.5544,1,1,537,464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5964,0.5871,0.5548,1.7032,14.1013,0.9423,2024-04-08,2.1895,3.2956,2.1895,71.2963,2.8120,3.0197,-90.0000,10.0000,0.4311,0.6988,0.0000,0.3312,6.7438,2.2332,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,23,18,419,0,154.3878,4.7124,D2C59082-EAC2-41FF-B8C4-F51B944EF415,1,17.9541,1.3224,0.7873,1.0412,1.2732,0.0000,0.0000,0.0000,9.9444,46,0.0000,0,0.0000,0.0000,7565.0000,0.6817,11:11:02,2024-04-08T11:11:02.126,0.3356,5.495885e+00,1.874140e+01,1.6632
19,2.2284,2.2284,0.1588,187.1724,133.8621,138.4483,0.5544,1,1,358,580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8105,0.5798,0.0644,1.7248,22.3976,0.3432,2024-04-08,1.6844,5.9290,1.6844,64.4783,2.8750,3.0956,-55.0000,45.0000,0.0000,1.7415,0.0000,0.3230,5.2528,1.6969,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,28,26,439,0,150.2759,9.1476,54117EBC-7462-4DE1-9EFE-81257CB8573F,2,13.8994,1.3982,0.7397,1.0343,0.6206,0.0000,0.0000,0.0000,6.0166,47,0.0000,0,0.0000,0.0000,4358.0000,0.7210,11:11:02,2024-04-08T11:11:02.185,0.7159,2.502306e+00,1.091297e+02,1.6632
20,1.5368,1.5368,0.1853,196.1500,140.7000,143.8000,0.5544,1,1,494,403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7509,0.4971,0.1037,2.0117,15.2986,0.5263,2024-04-08,1.3988,3.7730,1.3988,34.9000,2.8750,4.0744,-70.0000,10.0000,0.0000,1.2739,0.0000,0.2454,5.0046,1.2283,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,26,18,467,0,157.6500,6.3756,6006A394-7440-4E25-8CC4-D1ED567EB188,2,12.4658,1.3941,0.7331,1.0220,0.8148,0.0000,0.0000,0.0000,4.8505,47,0.0000,0,0.0000,0.0000,3153.0000,0.7712,11:11:02,2024-04-08T11:11:02.185,0.6293,1.433140e+00,2.812283e+01,1.3860
21,1.3063,1.3063,0.1706,194.2353,135.8235,135.2941,0.5544,1,1,206,637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8004,0.3740,0.0498,2.6737,19.8125,0.2787,2024-04-08,1.2897,5.1590,1.2897,23.5714,2.9840,6.2395,-35.0000,55.0000,0.0000,1.4079,0.0000,0.1603,5.7098,0.9151,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,22,29,487,0,153.2941,8.0388,FA70C158-A4EE-4C12-9901-84F3EDED4261,2,13.2499,1.4301,0.6965,0.9961,0.6688,0.0000,0.0000,0.0000,3.8004,49,0.0000,0,0.0000,0.0000,2606.0000,0.6984,11:11:02,2024-04-08T11:11:02.303,0.7500,1.123096e+00,7.189442e+01,1.6632
22,4.9472,4.9472,0.7553,187.9219,140.3125,146.4375,0.5544,1,1,484,673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2195,0.1639,0.1388,6.0999,36.8956,0.1936,2024-04-08,2.5098,10.6876,2.5098,40.5238,3.0470,17.1049,30.0000,85.0000,0.6140,0.6196,0.0000,0.0585,18.3432,1.0724,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,35,34,518,0,155.2500,11.3652,7680BE09-7CBC-45A4-BF57-26BBBB94FA88,4,38.8311,1.3393,0.7792,1.0437,1.0525,0.0000,0.0000,0.0000,7.3015,50,0.0000,0,0.0000,0.0000,9936.0000,0.1857,11:11:02,2024-04-08T11:11:02.362,0.7652,8.277694e+00,6.392036e+02,9.1476
23,10.9247,10.9247,0.7797,204.7273,122.3434,101.7374,0.5544,1,1,727,548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7964,0.7537,0.9236,1.3268,18.4887,1.0000,2024-04-08,3.7296,4.7894,3.7296,87.2941,3.0470,1.5027,-90.0000,0.0000,0.0606,0.9429,0.0000,0.6655,6.7619,4.5000,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,26,21,554,0,144.6465,6.3756,49C7AEF7-C8F8-4C2A-B55D-25BC5B014B8E,1,22.5238,1.6734,0.4969,0.8316,1.2182,0.0000,0.0000,0.0000,12.3577,50,0.0000,0,0.0000,0.0000,14320.0000,0.7377,11:11:02,2024-04-08T11:11:02.362,0.2213,2.716297e+01,5.752306e+01,3.6036
24,1.4600,1.4600,0.1193,174.8947,147.5263,143.6316,0.5544,1,1,135,685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8296,0.5091,0.0332,1.9644,24.0875,0.2695,2024-04-08,1.3634,6.4372,1.3634,20.8000,3.1090,3.9159,-25.0000,80.0000,0.0000,2.1448,0.0000,0.2554,4.7821,1.2212,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,18,33,577,0,155.2105,10.2564,0CB6E87C-0A54-4B14-9BCB-0FAF34725F6C,2,12.0066,1.1855,0.8212,0.9736,0.4985,0.0000,0.0000,0.0000,4.4436,51,0.0000,0,0.0000,0.0000,2949.0000,0.7697,11:11:02,2024-04-08T11:11:02.420,0.7882,1.327009e+00,1.396657e+02,1.3860
25,2.0747,2.0747,0.3460,197.2222,136.4815,133.1852,0.5544,1,1,296,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,0.4359,0.1409,2.2941,16.2932,0.3971,2024-04-08,1.6253,4.0656,1.6253,29.4800,3.1090,5.0075,-85.0000,5.0000,0.1074,0.9030,0.0000,0.1997,6.4464,1.2873,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,25,18,612,0,154.1852,5.8212,B2FCAB5C-3A7E-4315-B5DA-5A162A6577F8,2,15.4675,1.4450,0.6753,0.9758,0.9493,0.0000,0.0000,0.0000,3.2890,51,0.0000,0,0.0000,0.0000,4163.0000,0.5533,11:11:02,2024-04-08T11:11:02.420,0.6002,2.247963e+00,3.518622e+01,1.9404
26,1.7673,1.7673,0.2595,178.5217,129.2174,143.8696,0.5544,1,1,950,735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7677,0.5595,0.1479,1.7872,14.8011,0.4894,2024-04-08,1.5001,3.5728,1.5001,55.1579,3.1720,3.3129,10.0000,-80.0000,0.0000,1.2029,0.0000,0.3018,4.8394,1.4608,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,18,24,632,0,145.6957,5.8212,2FACCA6E-C8D8-44AE-BDDB-D6C56EED7276,2,12.6004,1.3816,0.8059,1.1134,0.8513,0.0000,0.0000,0.0000,8.6096,52,0.0000,0,0.0000,0.0000,3351.0000,0.8819,11:11:02,2024-04-08T11:11:02.479,0.5801,1.767402e+00,2.387947e+01,1.3860
27,3.4578,3.4578,0.3698,173.0444,126.8667,137.1111,0.5544,1,1,1123,418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5734,0.2948,0.3022,3.3924,17.0483,0.6122,2024-04-08,2.0982,4.3120,2.0982,41.4737,3.2190,8.5404,-35.0000,45.0000,0.8671,0.5356,0.0000,0.1171,10.8685,1.2726,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,22,24,658,0,141.8222,5.8212,03C073D8-C114-4DFA-A325-A4102C7898AF,1,24.2822,1.3640,0.7923,1.0807,1.4243,0.0000,0.0000,0.0000,4.6585,53,0.0000,0,0.0000,0.0000,6382.0000,0.4467,11:11:02,2024-04-08T11:11:02.538,0.5134,4.836846e+00,4.197927e+01,1.9404
28,10.3750,10.3750,0.4270,150.3125,117.3854,119.4063,0.5544,1,1,29,371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5828,0.6715,0.6512,1.4892,19.3417,1.0000,2024-04-08,3.6345,4.9742,3.6345,111.8108,3.2190,2.2298,-65.0000,20.0000,0.1705,0.8544,0.0000,0.4485,8.1114,3.6377,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,26,21,684,0,127.4583,6.9300,CDDD2C52-8FC9-4F81-AF14-3EB17D7D1AF8,1,23.4981,1.2805,0.7944,1.0172,1.2149,0.0000,0.0000,0.0000,14.3613,53,0.0000,0,0.0000,0.0000,12236.0000,0.6230,11:11:02,2024-04-08T11:11:02.538,0.2693,2.513900e+01,6.444190e+01,2.4948
29,5.7324,5.7324,0.5715,200.3333,137.3623,135.5362,0.5544,1,1,506,776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6803,0.3131,0.2869,3.1942,22.8384,0.4982,2024-04-08,2.7016,6.1754,2.7016,40.8478,3.2810,7.9085,-80.0000,0.0000,0.7304,0.5779,0.0000,0.1264,12.9507,1.6376,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,28,24,707,0,155.9710,7.4844,EFEF6B9D-7185-410C-9816-A241F87B5620,2,29.1766,1.4584,0.6766,0.9867,1.2775,0.0000,0.0000,0.0000,3.4682,54,0.0000,0,0.0000,0.0000,10762.0000,0.4242,11:11:02,2024-04-08T11:11:02.597,0.5625,1.032436e+01,1.233088e+02,4.7124
30,3.8420,3.8420,0.3421,172.5600,135.1800,143.0600,0.5544,1,1,574,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6028,0.4455,0.3324,2.2448,17.3317,0.7407,2024-04-08,2.2117,4.3274,2.2117,50.5152,3.2810,4.8460,0.0000,-90.0000,0.3536,0.7388,0.0000,0.2064,8.6298,1.7808,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,18,26,733,0,147.2600,6.3756,D4DC32DE-E904-4183-884A-7F945F64A10D,2,20.8212,1.2765,0.8290,1.0583,1.2013,0.0000,0.0000,0.0000,11.3487,54,0.0000,0,0.0000,0.0000,7363.0000,0.2400,11:11:02,2024-04-08T11:11:02.597,0.4889,5.664981e+00,4.243066e+01,1.9404
31,1.4600,1.4600,0.2222,175.2105,135.1053,144.6316,0.5544,1,1,906,629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7408,0.3905,0.1044,2.5610,15.4167,0.3958,2024-04-08,1.3634,3.8038,1.3634,40.0952,3.4060,5.8755,0.0000,-85.0000,0.0063,0.9938,0.0000,0.1702,5.8576,0.9970,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,17,25,761,0,148.1579,5.8212,711FBB6B-8314-40F6-A566-F14113C3F238,2,13.7092,1.2968,0.8255,1.0705,0.8892,0.0000,0.0000,0.0000,6.5636,56,0.0000,0,0.0000,0.0000,2815.0000,0.6921,11:11:02,2024-04-08T11:11:02.716,0.6416,1.327009e+00,2.881719e+01,1.3860
32,1.7673,1.7673,0.1832,203.1739,145.0000,144.8261,0.5544,1,1,688,317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7492,0.3944,0.0684,2.5356,21.0117,0.3239,2024-04-08,1.5001,5.5132,1.5001,26.7600,3.4060,5.7931,-60.0000,50.0000,0.0000,1.3428,0.0000,0.1726,6.3994,1.1047,7-Pygsuia-SF-SW-NITRATE-day5-sample3-replicate3-08April2024_000001.tif,26,26,788,0,162.3043,8.5932,C0065D84-0261-4726-AD4C-59F2C6B32736,2,15.0082,1.4012,0.7128,0.9988,0.7143,0.0000,0.0000,0.0000,4.2368,56,0.0000,0,0.0000,0.0000,3733.0000,0.7109,11:11:02,2024-04-08T11:11:02.716,0.7279,1.767402e+00,8.774247e+01,1.6632
